emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,target
0.2854606,0.016998248,0.26099592,0.031461064,-0.05929441,0.20657775,-0.4293042,-0.058972016,0.01411508,0.09675348,0.05566434,-0.18389985,0.039265417,0.00091056526,0.18621735,-0.14984009,-0.031888932,0.19660388,0.017251272,-0.054857954,-0.287762,-0.028696876,0.2848169,0.114064924,-0.24169375,-0.10307334,0.040920727,-0.14017273,-0.21335071,0.32909584,-0.09897525,0.041318752,1
0.23494872,0.2866202,0.17954187,-0.11560038,0.087875545,-0.0012304485,-0.31318486,-0.020999521,-0.032646812,0.13626316,0.30627003,-0.13149846,0.0069713593,-0.038258657,0.19258979,0.110275365,-0.32567808,-0.033662267,-0.06614259,-0.13137245,-0.06304202,-0.13257574,0.4361248,0.16748105,-0.46743464,-0.25707906,0.20202495,-0.34071994,-0.01657524,0.23811921,0.07805839,-0.18761188,1
0.06547227,0.2031549,0.38024175,-0.17574087,0.043965407,-0.16105421,-0.16152646,0.11829856,0.005892709,-0.05338069,-0.030457038,-0.19957975,0.3554502,0.0007097274,0.1408034,-0.19908611,-0.20999062,0.10885044,-0.1738568,0.12030302,-0.069985494,0.0813428,0.5599453,0.1258528,-0.34196752,-0.11367437,0.23532711,-0.23512547,-0.096452616,0.23327394,-0.07802214,-0.07236608,1
0.04059644,0.22132032,0.26963586,-0.24979046,0.09649663,-0.24405059,-0.2691049,0.039031893,0.021200836,0.08844419,0.15640503,-0.033053063,-0.0071197003,0.22045176,0.36814874,-0.19647975,-0.08761178,0.2160147,0.32549608,-0.04479181,-0.014547116,-0.05474498,0.43801898,-0.07972786,-0.55192614,-0.1966298,0.21519487,-0.16922876,-0.17886887,0.42762715,-0.057473913,-0.028111555,1
0.0669702,0.033270616,0.09560246,-0.014662669,0.005460553,-0.0032676235,-0.16663036,0.031484336,0.10084612,0.039860655,-0.11247799,-0.15418431,-0.066817105,0.05040201,0.18544269,-0.14415449,-0.07894127,0.056708366,0.005456157,-0.00012374483,-0.014059674,-0.09517255,0.2810838,0.05370803,-0.14149413,-0.20991904,0.24554986,-0.062925205,-0.20250344,0.15806778,-0.012136094,0.028420601,1
-0.15162534,-0.043318544,0.085804045,0.18636824,0.11673039,-0.021241538,-0.31899983,-0.09959519,-0.003473997,0.0465147,0.20469995,-0.021537628,-0.032378517,0.03683992,0.10146464,-0.11215205,-0.013868447,0.18180394,-0.007588515,0.14571351,-0.42822075,0.22722164,0.20839962,-0.12715021,0.021535888,-0.22691031,0.29418755,-0.14358133,0.16816676,-0.0521327,0.08384912,-0.32744116,1
-0.13524131,0.056125972,0.0020970106,0.058301575,0.16233611,0.0423491,-0.13048187,-0.01983364,0.07970299,-0.06629941,-0.031205798,-0.07411218,0.039550103,0.10597436,0.100611776,-0.15693189,0.14604503,0.07736517,-0.16689298,-0.0064343233,-0.20213303,-0.074016176,0.20768575,-0.070412874,0.19934538,-0.03398054,0.3064203,-0.053933345,0.07663266,0.022645298,0.18665302,-0.10001418,1
-0.08745815,0.05856535,0.2107993,0.20859581,0.25134084,0.027104959,-0.102961354,-0.11788906,0.2228822,0.04196248,-0.0006720647,-0.1167753,0.038622435,0.06656378,0.03777358,-0.08962419,-0.10722785,0.050104573,-0.06572878,0.13057464,-0.14074275,-0.059542984,0.09344231,0.058565028,0.0012863353,-0.13122532,0.19110088,-0.2610451,0.036121547,0.026260782,-0.032052185,-0.049018987,1
-0.21342076,-0.20006736,-0.08826159,0.034897428,0.3501147,-0.13659652,-0.2293875,0.17248304,0.30530557,-0.13358289,0.031894434,-0.15909031,-0.041354258,0.06448837,0.21878125,-0.07524241,0.041235797,0.18038222,-0.14502296,-0.04634268,-0.19082618,-0.1588067,0.27135304,0.051470466,0.162975,0.1586142,0.16113462,-0.23588368,0.085949436,0.09656237,0.3097604,-0.11268133,1
0.2634972,0.22988147,0.36308545,-0.16897058,0.016435795,-0.06507921,-0.099909395,0.020060912,-0.02180639,-0.005052112,0.17590447,-0.026195385,0.20255369,0.2000533,0.07326699,-0.24078682,-0.12733537,0.16971648,0.015230764,0.051064733,-0.06967679,0.118555404,0.44998688,0.067118004,-0.13564238,-0.035281815,0.21974076,-0.14339945,-0.32461387,0.37727356,-0.11546247,0.027225886,1
-0.38566008,-0.13546194,0.21558967,0.03526866,0.12032972,0.1223824,0.014823113,-0.0814873,-0.17444994,-0.06933937,-0.13221544,-0.20915799,-0.113399535,0.036491185,0.22665799,-0.042276096,-0.057120085,0.060798064,-0.052510485,0.028460726,-0.3299359,-0.24321263,0.31526756,0.19493106,0.117725655,-0.09230967,0.37097657,-0.17745212,0.2494839,0.057446927,0.012933473,0.05632312,1
0.14762795,0.03976406,0.43293962,-0.053435124,0.01962483,-0.31825697,-0.3060208,0.068030596,0.13575721,-0.3526564,0.089718476,-0.5243192,0.32025355,-0.066121355,0.03894753,-0.46577513,-0.1788196,0.10872371,-0.10211785,0.019754894,0.08523433,-0.009872556,0.4882107,0.029934652,-0.30844012,0.13008218,0.49584395,-0.59185886,0.13912436,0.19233046,-0.15011032,-0.055020273,1
-0.08323088,0.03236698,0.06929917,0.12537763,0.05954382,-0.05932513,-0.1815999,-0.05710417,-0.08400296,0.012159005,0.030687034,-0.0858385,0.04882436,0.09973178,0.23759271,-0.114136085,0.009444214,0.15789264,0.110155255,0.013765428,-0.15049224,-0.01224146,0.19622162,0.0075552016,0.048563324,-0.09287913,0.17504275,-0.0586379,0.022805888,0.08745231,0.044305652,-0.1929552,1
0.020575136,0.14189538,0.08928941,0.010597955,0.092366666,0.06673945,-0.16029088,0.14576915,-0.051557206,0.20916252,0.21541125,-0.04386845,-0.0057416894,0.09884918,0.123476215,0.05776964,-0.17802724,0.06528458,-0.11961477,0.0412453,-0.108213745,-0.12116934,0.14531557,-0.082716346,-0.25981843,-0.25440678,0.13142219,-0.20251587,0.13479549,0.051904798,0.07960953,-0.12726659,1
-0.029474765,-0.092696935,0.2630225,0.16360407,0.32194325,-0.14510354,-0.24637792,-0.28552708,0.107743785,-0.03335198,0.07352899,-0.002993361,0.069674924,0.019447297,0.1248139,-0.027957402,-0.0857353,-0.027773924,0.031116065,0.07866154,-0.050423183,-0.043384284,0.116025046,0.10362864,0.22890039,-0.1587299,0.22743401,-0.14705135,0.033114053,0.14065632,0.047683433,-0.09418012,1
0.017779186,-0.06417147,0.4789587,0.28547865,0.22736362,-0.20674154,-0.257304,-0.20886433,0.06452565,0.021597845,0.06724658,0.050853115,0.122162126,-0.07060601,0.044917703,-0.09692046,-0.039836757,-0.09066412,-0.025414046,0.28564954,-0.11850948,-0.130469,0.21755788,0.043600544,0.26305187,-0.20600152,0.33700535,-0.16582225,-0.14165652,0.084371395,-0.09105918,0.09239489,1
0.0072781593,0.027366076,0.29047522,0.16792393,-0.0048001036,-0.15329927,-0.19310385,0.034215316,-0.11962642,-0.089364,0.020639688,-0.15743254,0.09213957,-0.00089402497,-0.03284971,-0.30220085,-0.0668047,0.11876476,-0.04645356,0.060629576,-0.14853528,-0.04551802,0.24816851,-0.15867966,-0.059170775,-0.15187012,0.22424725,-0.28708404,-0.079566315,0.14634968,-0.101949595,-0.013340831,1
0.106539115,0.13924563,0.15348385,0.18342794,0.072386645,-0.1161578,-0.21871963,0.027137548,0.0026712716,-0.054623023,0.15130281,0.014324024,-0.039089277,0.1416427,-0.07204785,-0.14387746,-0.03210555,0.032676835,-0.15562363,-0.072108254,-0.17873952,-0.048366755,0.3213572,-0.02297233,-0.068313524,-0.17130926,0.24063356,-0.24354954,-0.30011547,0.3602778,0.0034935623,0.035095073,1
0.04450801,0.22688234,0.21995714,0.12623395,0.092861265,0.023700073,-0.0622983,-0.047888383,0.028089426,0.18445198,0.2327247,-0.1268084,0.035525106,0.14692509,-0.010867398,-0.0866669,-0.1258722,0.105579704,-0.047335956,-0.08562766,-0.106402054,-0.07473719,0.19885796,0.040408857,-0.22253793,-0.121008776,0.19729862,-0.15008262,-0.2096521,0.24608785,-0.027590398,-0.06642951,1
-0.22411767,-0.11455144,0.22687832,0.06630126,0.18742408,-0.042498246,-0.24772274,0.14653245,0.0419098,-0.05116543,-0.0598728,-0.134435,0.050721947,-0.06223826,0.030117407,-0.1627639,0.020853281,0.122629814,-0.037853822,0.24815917,-0.18040225,0.08550415,0.18388501,-0.13072103,0.1644934,-0.22161958,0.22100997,-0.11732954,0.04430582,-0.010560032,-0.06662446,0.022523768,1
0.15763932,0.26225543,0.17371917,-0.0013033543,0.05343794,-0.04696621,-0.18480816,0.05514586,0.015149809,0.14169784,0.013823438,-0.15572225,0.16374756,-0.074401274,0.0706563,0.0045629367,-0.06431507,0.17104822,0.026872944,-0.07962362,-0.07564625,-0.07813901,0.46647492,0.1026002,-0.28153536,-0.081783004,0.25154647,-0.0148831755,-0.16780342,0.23856565,-0.023869194,0.11473268,1
0.097003415,0.108685024,0.20972273,0.03855399,-0.16616027,-0.057051484,-0.12777346,-0.03272605,-0.110584766,0.096339494,0.02858448,-0.09014828,0.09569025,0.15453483,0.16237104,-0.06882885,0.0083623305,0.09300922,-0.0489617,-0.06556267,-0.20259395,-0.17812853,0.2573876,0.13515238,0.013703494,-0.12019287,0.089672096,-0.013674837,-0.22846785,0.18411131,0.0008511469,-0.05459696,1
0.31295684,0.18925732,0.2502919,0.031980637,0.07576357,-0.07654005,-0.41239047,0.0069574416,-0.017695218,-0.05727472,0.28259787,-0.055119522,-0.09565977,0.15301341,0.13701849,0.038952604,-0.2443426,-0.11909169,-0.16571851,0.06485276,-0.101208396,0.0029207915,0.55177414,0.20907068,-0.26504552,-0.25246397,0.127098,-0.28034514,-0.20051995,0.3823694,-0.049092248,-0.14377493,1
-0.08789081,-0.21390316,0.2323829,-0.06580717,0.16170554,-0.25775674,-0.34122038,0.128815,0.09077434,-0.11385956,-0.17014663,-0.2982086,-0.07350587,0.058325097,-0.0059739016,-0.39919043,-0.10812816,-0.010560144,-0.075232014,0.06640988,-0.1040896,-0.034875445,0.4263999,0.023096226,-0.10977107,-0.17178595,0.3808859,-0.19661939,0.14250652,0.13616365,0.016464481,-0.0031283423,1
0.022510365,-0.14760989,0.30413204,0.1475174,0.09993244,-0.15605009,-0.34046614,0.017123982,-0.02023974,-0.019134194,0.0017856024,0.0077730985,0.1542599,0.18534914,0.09108488,-0.036594868,-0.0071880296,0.07543387,0.10397732,0.06629347,-0.10942638,-0.032752246,0.21497495,0.112125605,0.030752398,-0.107468575,0.13490826,-0.045715153,0.021997925,0.1993633,0.03239073,-0.14360727,1
0.13403273,0.089460045,0.30350426,0.20813514,-0.04315701,-0.16493177,-0.36777952,-0.11259353,0.088729925,0.16826582,0.2292109,-0.14672144,0.2179747,0.121799245,0.011552617,-0.1361612,-0.100696206,0.16537228,0.18072668,0.093103096,-0.1305066,-0.2086159,0.39690265,0.057990823,-0.25321928,-0.104745395,0.2068135,-0.28725874,-0.19720599,0.32242373,0.032580674,-0.22381996,1
-0.10978505,0.026719974,0.03752055,0.024293013,0.15450251,-0.0065565333,-0.09179217,0.034892008,0.0013296306,-0.018342836,0.033993263,-0.014522031,0.050832383,0.043480746,0.19787237,-0.071880735,-0.026426662,0.14220382,-0.016720168,0.021701934,-0.08901499,-0.0047515854,0.20397416,-0.0025314912,-0.09516453,-0.12523377,0.20591617,-0.085721925,0.00680048,0.037315212,-0.0034384523,-0.10884397,1
-0.226621,-0.08294417,-0.040104426,-0.09322259,0.16683514,-0.0959349,-0.12693328,-0.076236874,0.016110457,-0.052238055,-0.18521592,-0.024908999,0.026515773,-0.14597607,0.31833488,0.009821482,-0.036904767,0.25564334,-0.019604456,0.04428947,-0.19775634,-0.24385725,0.18168724,-0.00276009,-0.00774657,-0.12037994,0.21877241,-0.2439528,0.116362356,-0.06534982,-0.07668156,-0.058046095,1
0.00910037,-0.003242637,0.05043282,0.084665984,-0.02652698,0.028124228,-0.26263654,0.03154351,-0.009454891,0.063149154,0.05268768,-0.14103252,-0.07064021,0.06671627,0.15365833,-0.016497642,-0.13629903,0.102135986,0.16463925,-0.026372027,-0.21759906,0.1931967,0.15812661,-0.082853846,0.048782922,-0.18955651,0.28299016,-0.05552085,-0.0046095997,-0.035547435,0.0038057342,-0.066798456,1
0.15284333,0.18632066,0.07732388,-0.12469658,0.010328025,-0.29016072,-0.23155294,-0.08595358,0.23764072,0.05027917,-0.0061307773,0.14663073,-0.025174357,0.21864417,0.3233051,-0.15851836,0.0071780384,0.14735335,0.03556859,-0.15756124,-0.081140496,-0.29608244,0.4580437,0.09195192,-0.35943705,-0.14746517,0.2945871,-0.23419484,-0.33483487,0.22621253,0.10417852,0.060317457,1
-0.12231154,0.052865457,0.092864305,0.19977781,0.14401543,-0.020755112,-0.23233187,-0.046606854,-0.06994711,0.0374341,0.02463846,-0.06710556,0.02506882,0.12382247,0.14383243,-0.19979608,0.1279777,0.06633578,-0.12695128,0.17936614,-0.30077326,0.028617457,0.26250327,-0.044363752,0.13808025,-0.19731216,0.2918563,-0.034658477,0.095743746,0.07612477,0.15460509,-0.19869125,1
0.13423577,0.040812027,0.26833326,0.05092433,0.0012896061,-0.026022695,-0.20734087,0.0005828887,-0.057038754,0.020154752,0.10203409,-0.061845493,0.051193655,0.13115916,0.112578034,-0.09602558,-0.15823902,0.14852577,0.032251373,0.017037489,-0.10658069,0.038029112,0.30543157,-0.024840023,-0.00800699,-0.09314398,0.10977967,-0.099710226,-0.18812373,0.1680181,-0.1168711,-0.11709484,1
0.22166622,0.062238675,0.26092428,-0.073984504,-0.18124881,-0.07351862,-0.12806574,-0.0806153,-0.15129794,0.026623465,-0.095193475,0.09453119,0.14250982,-0.005905874,0.120714456,-0.07944162,-0.04822141,0.07986997,-0.16215217,-0.263093,-0.09643528,-0.03490913,0.42183393,0.16788861,0.017543992,0.03614741,0.19798163,-0.15725164,-0.41355997,0.20961037,-0.05858553,0.003043851,1
0.000440754,0.0040673,0.5141108,0.12274944,-0.0015748888,-0.29692084,-0.15136412,-0.009053394,-0.2127424,-0.1793587,0.04498887,-0.26518494,0.31002396,0.1524245,-0.0068822727,-0.5425246,-0.28448647,0.20911396,-0.20145619,-0.05457615,-0.019404985,-0.04457865,0.46592128,-0.19945484,-0.3736675,-0.20497465,0.12220824,-0.4820163,0.044710875,0.12935182,-0.16781312,-0.029330581,1
0.25100616,0.21214828,0.20743084,0.083531246,0.040307038,0.021565557,-0.1072145,-0.027700275,0.050246052,0.056965888,0.05529427,-0.16894633,0.24551414,0.056633253,-0.003324626,-0.14337155,0.027321383,0.17938876,-0.1337193,0.06113395,-0.059345357,-0.0035756677,0.37744924,0.14571187,-0.050412174,-0.053571567,0.26541373,-0.042466,-0.29117796,0.3064816,-0.048370086,0.13121521,1
0.12936744,0.10562416,0.11911709,-0.0122154895,0.25409424,-0.09753722,-0.13197726,0.08022983,-0.06825633,0.07889795,0.20527968,-0.16697834,0.053941928,0.21017031,0.043471023,-0.17001098,-0.042514376,0.18862028,0.007888403,-0.12694389,-0.12781817,-0.13722016,0.19220138,0.110755175,-0.27322614,-0.2977526,0.21131393,-0.08446522,-0.29463232,0.1641649,-0.15851714,-0.0653969,1
0.19466747,-0.022762187,0.42023677,0.09524676,0.13216741,-0.21595845,-0.22707555,-0.18609206,0.008537151,-0.04601165,0.10358311,0.09207357,0.17983449,0.117357135,0.06112285,-0.13836558,-0.03346429,0.12860492,0.016003557,0.2021097,-0.1153752,-0.15100236,0.21648699,0.07876634,0.08839813,-0.076923445,0.18897562,-0.26871076,-0.26918927,0.16065511,-0.16837922,-0.13414918,1
0.15374088,0.11594024,0.33472952,-0.16388449,0.082015604,-0.07148947,-0.26597664,0.04742527,-0.08703771,0.032633528,0.071153745,-0.1795869,0.27167183,-0.055729847,0.12775871,-0.056738786,-0.068794675,0.09003052,-0.104162455,-0.033849988,-0.08800951,0.022386275,0.28612092,0.0687076,-0.25742596,-0.22133383,0.31747377,-0.18346743,0.062001053,0.32285097,0.0117694475,0.009072088,1
-0.22572273,-0.18279177,0.17874135,0.020101756,0.0140764415,-0.25839168,-0.11434236,-0.17326042,-0.3408893,-0.14327745,-0.10014786,-0.1480905,0.08970181,0.044534657,0.3526495,-0.16979283,-0.1576366,0.2394146,0.06298785,-0.0580906,-0.13410273,-0.11077031,0.29568917,0.06122373,-0.19169724,-0.15628257,0.19316632,-0.523756,0.1151478,0.033330817,-0.07880199,-0.07653299,1
-0.0075686574,-0.15146911,0.084212944,0.1268642,0.0982738,-0.06450565,-0.14737885,-0.0020493716,0.10426232,-0.050839454,-0.09908565,-0.035765667,-0.13314685,0.2198647,0.17231587,-0.012268499,0.029811628,0.20842892,-0.21604331,0.1456094,-0.36246783,0.08196879,0.102727756,-0.032439224,-0.09711703,-0.44200283,0.3842216,0.012754276,0.07260379,0.15223181,0.15160266,-0.1806456,1
0.088184625,0.3029219,0.20902285,-0.09396174,-0.010497376,-0.12967017,-0.2647136,0.046702653,0.06569249,0.2126348,0.13544221,-0.054357354,0.017457228,0.0051950663,0.22680047,-0.09319624,0.020413756,0.07584281,0.02194092,-0.3771379,-0.20364648,-0.1912502,0.35052812,0.16409242,-0.19564159,-0.25379467,0.18076244,-0.032426007,-0.23200619,0.34910727,-0.052343983,-0.08196409,1
-0.034771256,0.049304627,0.104167275,0.1298179,0.029713951,-0.014928691,-0.19962075,-0.06348845,-0.03795752,0.021175493,0.018253863,-0.058650836,0.0886553,0.123643234,0.11190452,-0.045432404,-0.023478016,0.15013,-0.020078477,0.05844744,-0.14495401,-0.10786423,0.12356874,0.016115025,-0.028031025,-0.18053752,0.11166323,-0.113080606,-0.06066661,0.13738576,0.047920566,-0.15760002,1
-0.014281198,0.026707575,0.07840757,0.069121934,0.1513589,-0.022560805,-0.18326029,-0.15944742,-0.029618159,-0.07372642,0.11395706,-0.054326613,0.029592376,0.06463728,0.09314758,-0.10298953,-0.07367621,0.10706334,-0.06330963,0.044578403,-0.033275075,-0.026979022,0.22603887,-0.052413635,0.04221764,-0.14997384,0.16133893,-0.16531235,-0.13544402,0.18286957,0.10132028,-0.24883753,1
-0.13780369,-0.13320677,0.07487571,-0.19461632,0.25580412,-0.14286657,0.0055729523,-0.16339628,-0.08465715,-0.16347528,-0.3460033,-0.34384564,-0.058084592,-0.080404244,0.2918294,-0.032803908,-0.10740279,0.14753437,-0.1413571,-0.085852936,-0.116967455,-0.40183753,0.45075127,0.065186575,-0.12642932,-0.00727514,0.4590905,-0.33596385,0.27622274,-0.06465176,0.088324696,-0.0883632,1
0.14873008,6.189942e-05,0.09872993,0.10447081,0.02404932,-0.17574266,-0.10218658,-0.03781882,0.019721493,-0.121330224,-0.01634691,0.00056920946,0.10089216,0.12481907,0.28166443,-0.01036226,-0.034586243,0.16342273,-0.100924164,0.019491948,-0.2387441,0.04234194,0.15509814,0.08556016,-0.0973624,-0.16436315,0.22617865,0.21769662,-0.1914376,0.3421988,-0.0012442451,0.023332018,1
-0.11191739,-0.06036133,0.11629465,0.0237047,0.27680734,-0.14574882,-0.5071949,0.38503835,0.2220162,-0.13796414,0.09712302,-0.37994945,0.093530595,0.031173073,0.099360995,-0.33093172,-0.009206764,0.14540434,0.105009556,0.012358293,-0.21343651,-0.029856548,0.23269093,0.098003075,0.14424016,0.1498044,0.41505817,-0.36219585,0.04335135,0.1624527,0.041190065,-0.024147801,1
