emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
0.23075877,-0.009624228,0.25843775,-0.15031072,0.0646871,-0.52021897,-0.39429176,-0.11937788,0.08648455,-0.4030202,-0.2629376,-0.024797186,0.2578719,0.047357365,-0.22549118,-0.07341163,-0.2424913,-0.18573913,-0.111490205,0.14078616,-0.0001346562,-0.002388481,0.014940612,-0.16263473,0.2840247,0.02513118,0.26681325,-0.5127344,-0.049996756,0.3262319,0.24960712,-0.14117813
0.02378288,-0.17663953,0.009796947,-0.12013805,0.16088864,-0.13103305,0.04609701,0.12546784,0.16650668,-0.35615787,-0.16853794,-0.0002073124,0.15646596,0.0060246773,0.04364392,-0.27672702,-0.22311261,0.07898063,-0.11621624,0.119026884,0.027459763,-0.1379791,-0.019925449,0.039872937,-0.18281724,0.19835229,0.2168134,-0.073289454,-0.15341851,-0.04698211,0.009684488,-0.21669203
0.24784659,0.09575784,0.33648044,0.27356493,0.08922938,-0.5183918,-0.24587491,0.27213368,-0.25370705,-0.54443556,-0.023087129,-0.41079062,0.31830108,-0.0594469,-0.070443556,0.11347075,-0.4729413,-0.39790687,0.045677457,-0.13865206,0.04093624,-0.20909308,-0.29682517,-0.05409673,0.44696987,-0.007825807,0.37790102,-0.622925,-0.11528514,-0.004439026,0.14395353,0.07075037
0.15478593,-0.12598768,-0.05818311,-0.14370324,0.0201338,-0.3741874,-0.15136328,0.06810116,-0.0006322358,-0.23313504,-0.057186812,-0.18319635,0.07791667,-0.035203412,-0.042076834,-0.10650915,-0.32556576,-0.15795238,0.042417713,0.12505421,0.15493712,0.046136156,0.14035274,-0.08839518,0.03400427,0.12688398,0.2043031,-0.07400613,-0.09379126,0.013605092,0.099516496,-0.27812707
0.06348985,-0.2264499,0.34647986,0.044961818,0.1761152,-0.44545913,0.001898855,-0.08972077,0.048718143,-0.36009192,0.04687667,-0.116201,0.16364756,-0.07609621,0.011993036,0.029975146,-0.27783015,-0.007219333,-0.17377555,-0.13510245,-0.0025806725,-0.08206944,-0.0875863,-0.09849903,0.027806178,0.016992219,0.16566238,-0.26797044,-0.12847985,-0.14087614,0.4186743,0.09834599
-0.10678381,-0.12578402,0.23309204,0.07597669,-0.095801584,-0.17901096,0.028483719,-0.07061403,-0.008163696,-0.29721877,-0.09269567,-0.031010294,-0.0836425,0.119173445,0.119401634,-0.11913583,-0.23459594,-0.09654709,-0.19344676,0.08785669,0.15246421,0.10601204,-0.0625031,-0.18842505,0.12881061,-0.052316535,0.059140272,-0.051212948,0.04588698,-0.008376837,0.076529995,-0.030233193
0.17978168,-0.18638918,0.3375475,0.13668035,0.27270103,-0.61715513,0.07759723,-0.07756262,0.24279375,-0.2141771,-0.015423745,-0.20010088,0.04835057,0.06984685,-0.004029736,-0.13941723,-0.15901083,-0.23147888,-0.2707785,-0.119540974,0.09119151,-0.03176596,-0.24120846,-0.015434165,-0.0031587556,-0.35285103,0.12937576,-0.17896155,0.12792374,-0.22907594,0.36672333,0.118333995
0.12114201,-0.15622795,0.13882089,-0.03174248,0.097132914,-0.32187155,0.047185026,0.029804073,-0.014669012,-0.15822607,0.014748275,-0.14049196,0.02958088,-0.029840559,0.07115495,-0.116450965,-0.1603301,-0.01155447,-0.0686596,0.0038222037,0.050583497,-0.026698243,0.07641944,-0.09997331,0.029926386,-0.0058543645,0.11546849,-0.15925518,-0.064482905,-0.0063455077,0.13128267,0.09116232
-0.16913828,-0.027959354,0.1741249,0.087966576,0.22820944,-0.0797036,0.008251727,0.03413206,0.07865545,-0.15681627,-0.07664628,-0.03472177,-0.034607492,0.0030771345,-0.18034397,-0.06759167,-0.20648393,-0.12816891,-0.18270715,0.096743606,0.09764839,-0.03108918,-0.15962991,-0.13379416,0.18867254,-0.23324609,-0.11795342,-0.25494522,-0.06086701,0.108941,0.32668692,0.043809872
0.0035679415,-0.08885719,0.5165146,0.11827357,0.05148624,-0.20747758,0.27615297,-0.3987915,0.32853085,-0.32585484,0.003902644,-0.10335889,0.15953508,0.030050367,0.13477474,0.095713615,-0.28303805,-0.16821122,-0.1853309,0.07860237,0.26381457,-0.10171646,-0.14604472,-0.15235136,-0.02893585,-0.12607737,0.1783899,-0.30892456,-0.0056437086,-0.010056958,0.49173436,-0.0017250553
0.13280332,-0.04838343,0.24384546,0.20247397,-0.0030230284,-0.34348753,-0.17447844,-0.12921719,0.17075938,-0.39375615,0.02874051,-0.2434211,0.22162604,0.16587743,0.0691749,-0.2976138,-0.37570092,-0.1567381,0.029988233,0.09718849,0.16263592,-0.06594241,-0.3378138,-0.099900216,0.045683336,-0.19336084,0.15175024,-0.18711817,0.022113593,-0.1893157,0.17907432,0.19340867
0.2328517,-0.1974993,0.46396226,0.06416173,0.1258417,-0.5957778,0.049330488,-0.21476772,0.17238487,-0.13334242,-0.025106043,-0.04576235,0.041233514,-0.12794515,0.13653779,-0.17676558,-0.081949614,-0.09927254,-0.06588869,-0.25281873,-0.038582757,-0.1719822,-0.01998822,-0.1022715,0.25715452,-0.24873671,0.15498085,-0.23038985,-0.08260075,-0.13463895,0.32345265,0.26419234
0.048647314,-0.11764416,0.29212308,-0.10444495,0.057909884,-0.26456273,0.035983168,0.054869533,0.087610364,-0.15301058,-0.17697014,-0.12949966,0.10133239,-0.029542245,-0.018761294,-0.07674295,-0.07814608,-0.1359337,-0.026830189,0.006115351,0.16176842,-0.0040387735,-0.119073994,-0.05324202,0.036950424,-0.06671254,-0.029113293,-0.104970336,0.018296933,0.03762067,0.08958916,-0.01953119
-0.008998185,-0.039068155,-0.27166748,0.06382264,-0.09559803,-0.26334864,0.017179385,0.11233652,0.2370826,-0.3261828,0.051693097,-0.16986969,0.050517283,-0.25147685,0.07879764,-0.27348265,-0.25054592,-0.1930283,0.06541376,0.039880082,-0.043106765,-0.16953033,0.038571704,-0.1977383,-0.32102263,0.2280512,0.12608276,-0.24854168,-0.06809354,0.06388483,0.35598928,-0.1434717
0.12296119,-0.12598082,-0.11751783,-0.13408673,0.09539139,-0.20853168,0.09065781,0.20353925,-0.096078046,-0.24523644,-0.19279249,-0.110860735,0.06490246,-0.08515507,0.07290765,-0.1919087,-0.20102794,-0.16207668,-0.0752934,0.15956816,0.12014759,0.03401527,0.043507624,-0.24882987,-0.09257515,0.19490914,0.12072453,-0.14151157,-0.086268276,-0.05662746,0.13613874,-0.12799068
0.011704411,-0.11790335,-0.0077013746,-0.11655995,0.04058461,-0.15160829,-0.020057335,0.20101728,0.14608948,-0.32047316,-0.045516662,-0.16597089,0.20259827,0.09748799,0.16769987,-0.09752972,-0.20715201,-0.01473498,-0.16464862,0.100727074,-0.07677531,-0.080655664,-0.041302666,0.19507018,-0.11545963,0.085654564,0.13167182,-0.20283449,-0.16397855,0.023079004,0.07994999,-0.022821797
0.35901982,-0.066578634,-0.1561566,0.0080823,0.028506584,-0.33737046,0.07899709,0.45171052,-0.15594324,-0.13064927,-0.003075406,-0.35891446,0.21110064,-0.05664151,0.0725809,-0.015440233,-0.29502398,-0.34832767,0.007325936,0.042059124,0.2139752,-0.028267246,0.035294347,-0.2033075,0.12459867,0.26422524,0.33849794,-0.47035927,-0.19874597,-0.03816709,0.053113237,-0.23580606
0.09886414,-0.13607904,0.20686422,0.16553244,0.12218842,-0.4483313,-0.09551879,-0.05271366,0.18784311,-0.31874183,0.035075366,-0.07798175,0.0043125674,0.10480243,0.15692985,-0.0817575,-0.21570748,-0.13905428,-0.14519863,0.078888886,0.2689969,0.005135238,-0.15342733,-0.06396548,0.0603598,-0.24691638,-0.04492984,-0.10700278,-0.033092745,-0.31944904,0.18664315,0.27528518
0.42975897,0.1389172,0.014427923,-0.10968143,-0.1537214,-0.32916284,-0.09568095,-0.14117986,0.19651656,-0.23981774,-0.21473885,-0.19007647,0.09274638,-0.20894226,-0.06392027,-0.21735995,-0.018857792,-0.21146367,-0.11749136,0.4153088,-0.008865409,0.27889866,-0.008277763,-0.115976185,-0.017387293,0.091186315,0.15754636,-0.32796806,-0.036159225,0.35913676,-0.02563113,-0.025858905
0.06938186,0.15738034,0.05928743,0.397657,0.17336825,-0.6695063,-0.23952287,-0.010511134,0.1574289,-0.65836656,0.0514891,-0.47773063,0.23708574,0.11790557,0.14261335,-0.019833192,-0.39035422,-0.4511328,-0.23547545,-0.0397705,0.18079181,0.053448208,-0.17757818,-0.19435635,0.32233196,-0.0893964,0.33533216,-0.0962291,-0.1589153,-0.20768559,-0.059636727,0.14123802
0.17191531,-0.034510925,-0.0018078126,-0.033886608,-0.018053288,-0.29473045,0.06338146,0.11659886,0.050760787,-0.24490035,0.020615995,-0.12730765,0.029114,-0.13185021,-0.024323402,-0.21380988,-0.21838015,-0.068033606,-0.01498523,0.052020147,-0.07297601,0.040860094,0.07669637,-0.16800612,0.0028668158,0.07694883,0.06387785,-0.12432079,-0.023725582,-0.04374003,0.21943133,-0.10360013
-0.024522528,-0.19673558,0.21265596,0.020571642,-0.103165895,-0.06806645,0.08960953,-0.10794007,0.14101091,-0.2924986,0.04892549,-0.08402454,0.1097252,-0.05862788,0.089396514,-0.02835831,-0.19040754,-0.04047737,-0.06237285,0.091354005,0.1822727,-0.06105662,-0.020825109,-0.083758704,-0.054259285,0.025546528,0.34724438,-0.068717144,-0.08265864,0.092127085,0.30153424,-0.10607313
0.1404986,0.08747385,0.03028841,-0.043794174,0.15120947,-0.29366305,0.07896821,0.26808518,0.337318,-0.20978433,-0.17682487,-0.27208382,0.07245341,0.12811156,0.11828024,-0.16695814,-0.17346193,-0.07201743,-0.09714586,0.19343424,-0.13153295,-0.004172113,0.08667582,0.11553124,-0.15305305,0.1395782,0.12990396,-0.22946158,-0.12680413,-0.12498206,0.11333693,-0.09304519
0.10022098,0.016701765,-0.0055776015,0.059738047,0.124066226,-0.2989636,-0.043523014,0.25711387,0.43965626,-0.25225282,-0.260135,-0.23726481,0.063194804,0.21513975,-0.0017383322,-0.2793744,-0.079928085,0.04434707,-0.28276962,0.247834,-0.14948104,-0.08400502,-0.039256874,0.14339918,-0.23722166,0.0020849928,0.09568494,-0.13167015,-0.072309874,-0.18620026,0.027682573,-0.09047734
-0.07185279,-0.0141286105,-0.0063315034,0.1715504,0.008405694,-0.31494996,-0.16983333,0.09586517,-0.049025122,-0.35405272,-0.14581646,-0.21212031,0.005841419,-0.02552014,0.117249236,-0.2294779,-0.21063748,-0.13870096,-0.16710031,-0.056928206,0.029883053,-0.017321758,-0.008765619,0.04305414,0.032528277,-0.09269427,0.10463324,-0.0614817,-0.051163323,-0.089618385,0.11304754,-0.095343836
-0.14292401,-0.07205795,0.11881593,0.095694885,0.21750703,-0.26443043,-0.0029325336,-0.042304713,-0.07473993,-0.2667234,-0.03508301,-0.121782884,0.13213047,0.093005605,0.2110736,0.06725047,-0.11546049,-0.14976734,-0.1258103,-0.066188574,0.18495776,0.04946153,-0.08246244,-0.021104008,0.041814327,-0.04065244,0.02621498,-0.14262335,-0.10645598,-0.3286708,0.15958919,-0.19586296
-0.0025337916,-0.15282106,0.19485378,0.055235106,-0.011004124,-0.25264195,0.04436885,-0.12757835,0.012911864,-0.26609784,0.00028600544,-0.063408926,0.091512874,0.11047814,0.11410247,0.05419302,-0.08629605,-0.01771353,-0.23315237,-0.04610094,0.101278126,0.09331341,-0.11856,-0.104095064,-0.03478514,-0.055616766,0.13005221,-0.10653232,-0.015699577,-0.109435104,0.26904196,0.020059422
0.1271116,0.017285794,-0.117698394,0.07335769,-0.009949152,-0.19330218,-0.12929785,0.28836274,0.10878071,-0.17803986,-0.12966312,-0.31601906,0.0012777001,-0.060312778,0.042695604,-0.3770548,-0.035476282,-0.1112721,-0.076777756,0.11448342,-0.03503643,-0.10952666,0.0012309551,0.03162852,-0.108804256,0.042800575,0.18257092,-0.023892492,-0.07064669,0.13511711,-0.019199952,0.03003218
0.09147293,-0.071083605,0.33150268,0.056479923,-0.037057534,-0.30950844,0.14068446,-0.0200443,0.08277086,-0.29172707,-0.012106374,-0.0073744208,0.06321946,0.23946509,0.008945286,-0.22089082,-0.20444456,-0.10717592,-0.08580285,-0.06808545,0.2937082,-0.021775112,-0.27387872,-0.1535745,-0.018609315,-0.22406903,-0.07173748,-0.1418325,-0.1298565,0.0127118975,0.23082598,0.043969534
-0.021606728,-0.24025376,0.11289474,0.028475013,0.0075377654,-0.2702799,0.069090575,0.036035746,0.09613897,-0.24294175,0.014608502,-0.04094048,0.06502525,-0.06924554,-0.04303036,-0.17678232,-0.16515194,-0.14367294,-0.20829797,0.081530355,0.08471668,0.2378357,0.020078208,-0.109343775,0.079158545,-0.121031106,0.006908633,-0.12927084,0.056687444,-0.033384945,0.11652933,-0.09877178
-0.06929125,-0.0048312694,0.29248,0.2628815,0.21274363,-0.2035806,0.18376997,-0.2914388,0.38410425,-0.20629457,-6.057322e-05,-0.1708089,0.18769014,0.030359574,0.2251912,0.09743084,-0.13344881,-0.20062946,0.037342217,0.031003758,0.27738172,-0.012572773,-0.081833936,0.03821009,-0.060923815,-0.17357294,-0.035764985,-0.36553612,-0.02681313,-0.28851944,0.3386682,-0.045837514
0.18179166,0.07862528,0.097818434,0.12625109,0.083121344,-0.38557813,-0.028899878,0.121689335,0.099115476,-0.40656728,-0.32710558,-0.36965916,0.01825171,-0.1439777,0.065759614,-0.20296016,-0.1625302,-0.35787904,-0.016244534,-0.028203055,0.06414385,-0.042970598,-0.30989456,0.014294929,0.121710785,0.03617087,0.28752634,-0.1180424,-0.02942166,0.048209667,-0.023196563,0.04644731
0.18359593,0.06691347,0.082490146,0.15172185,0.17368732,-0.25942886,0.09303779,0.23043574,0.15037441,-0.21136463,-0.03448671,-0.089145854,0.06315896,-0.05944652,-0.008916993,-0.2735985,-0.27258998,-0.055653073,-0.044657774,0.024258636,0.013007626,0.082882285,-0.052579958,0.10100338,-0.022921525,0.06858702,0.1896514,-0.09348099,-0.0063422136,-0.10452889,0.12804864,-0.067046925
-0.035813827,-0.069182396,0.15211612,0.1633344,0.11193753,-0.44179088,0.072372615,-0.022955162,0.32472378,-0.29771614,0.04945896,-0.067731,0.24266395,0.0889997,-0.10819737,-0.12594123,-0.24338111,-0.06787284,-0.36190033,-0.15764412,0.06427716,0.029654033,-0.16207266,-0.045575134,0.0709884,0.093376346,0.17861497,-0.14177677,-0.036873706,-0.21307626,0.42528036,0.009154156
0.12541038,-0.083247066,0.087606214,-0.054937903,0.061922338,-0.26399532,-0.008614823,0.016715717,-0.006077079,-0.23383565,-0.003318958,-0.13415225,0.08952417,-0.046997584,0.045593858,-0.14494659,-0.22353554,-0.0805821,-0.0026642429,0.06068809,0.072183274,0.006171286,0.048642114,-0.13570412,-0.076947086,0.04194118,0.1743321,-0.095685676,-0.09041093,0.03663867,0.13366637,-0.042709522
0.21157897,-0.10128876,-0.008866616,-0.11681033,0.07468178,-0.41843128,-0.20923004,0.07212456,0.14218634,-0.17778529,-0.14813855,-0.1579297,0.08411232,0.04867477,-0.054015096,-0.1473647,-0.28379086,-0.2144615,-0.00879591,0.21067804,-0.0074128807,0.044733256,0.10504614,-0.087844014,0.108445995,0.10185454,0.24488823,-0.12447493,-0.16417488,0.3205111,0.18729639,-0.12752917
0.07894778,0.036248945,0.0088370405,-0.018034797,-0.039187383,-0.27968717,0.12056029,0.07517254,0.21574256,-0.10582778,-0.02094838,-0.06330806,-0.022236422,-0.24483687,0.10268368,-0.14173993,-0.20430729,-0.16511986,-0.06699376,-0.011112705,0.070870094,-0.10515854,0.015914084,-0.13595214,-0.15718327,0.044138387,-0.028772816,0.024804145,-0.036835514,0.15785375,0.18330696,-0.08157903
0.21989766,-0.36162657,0.38429254,-0.08574192,0.24575731,-0.5256798,-0.03527636,0.019569777,0.075722545,-0.27718282,-0.0950676,-0.008204505,0.18875703,-0.059772275,0.015041012,0.06466368,-0.17580979,-0.11689969,-0.08100674,-0.21781622,0.17559597,-0.0011311471,-0.1588751,-0.14303352,0.19637051,-0.15901789,-0.0047195256,-0.31916258,-0.026376933,-0.14369002,0.34768268,-0.21568346
0.029302787,-0.11198583,-0.16094412,-0.014591955,0.007293582,-0.16422088,0.07645802,0.11593938,0.057476427,-0.29295695,-0.15235442,-0.17383972,-0.007929027,-0.17315009,0.04765683,-0.349533,-0.1561191,-0.02759905,-0.022473652,0.13391763,-0.01641383,-0.00022161007,-0.016672488,-0.20750093,-0.15606938,0.19214682,0.106446624,-0.16103788,-0.033110805,-0.061353743,0.24804796,-0.13883606
0.038346075,3.7819147e-05,0.06747037,0.098781824,0.06648055,-0.27473804,0.0069391876,0.0039171986,0.22183886,-0.159835,-0.10415442,-0.114477985,0.056623556,-0.019521005,0.042582292,-0.10590393,-0.22937341,-0.099076554,-0.10964609,0.016771004,0.12535526,0.027474057,0.028382614,-0.082079925,-0.06563689,-0.11479777,-0.023352351,-0.06460127,0.007326551,-0.12341566,0.18129317,0.055785783
0.04893054,-0.18530262,0.17283848,0.06984559,0.23315789,-0.3461209,-0.030238658,-0.085090466,0.021093242,-0.34909195,-0.0481027,-0.09749749,-0.014542557,0.07393628,-0.037091546,-0.09089315,-0.3907991,-0.25654277,-0.23554155,0.11044739,0.27988684,0.21024159,-0.023708146,-0.15101798,0.07666752,-0.2041753,-0.24891482,-0.097230606,0.084007695,-0.09861818,0.06327705,-0.1667935
-0.05327984,0.023333281,0.103004634,0.34294575,-0.1521621,-0.34652367,-0.43803608,-0.15720657,-0.031518973,-0.63677824,-0.2934896,-0.2667572,0.18830355,0.02372187,0.09268074,-0.25471464,-0.34423777,-0.19770877,-0.112268955,-0.1756551,-0.022148103,-0.08164488,-0.04554759,0.011943366,0.1429037,-0.2644939,0.38533616,-0.10225751,0.03609883,-0.28462654,0.16464771,0.036327727
-0.040618975,-0.14212072,0.13769342,0.051308002,0.110465094,-0.31663597,-0.0025226772,0.058979407,0.054841377,-0.319126,-0.03949853,-0.04816193,0.030356813,0.29655898,0.13593529,-0.13903913,-0.14643708,-0.12904456,-0.13293648,0.042098753,0.3249802,0.11703293,-0.20997897,-0.08016993,-0.0004266575,-0.14038298,-0.1462278,-0.015733957,-0.055490494,-0.13417754,0.20291895,0.089734495
0.13051555,-0.32556826,0.27709833,0.091806844,-0.0565309,-0.28695282,0.032230973,-0.17607862,-0.053805187,-0.26741213,-0.12573025,-0.019487733,0.007348152,-0.008557811,0.0898806,-0.008396119,-0.054236952,-0.12210654,-0.16160491,-0.054008704,0.11491667,0.054576933,-0.095222145,-0.14211732,0.021008864,0.01863468,0.12157343,-0.22797088,-0.02609126,-0.12442174,0.19405183,0.03445425
0.20000875,-0.12779784,-0.01605136,0.20140274,0.19777325,-0.4815364,-0.11581904,0.1486633,0.34383488,-0.27160197,-0.10140244,-0.096986204,0.0822455,0.07933016,0.07508717,-0.13570201,-0.21138753,-0.08012476,-0.17351907,0.1347152,0.04198567,-0.019559186,0.0553273,0.10676779,-0.06301078,-0.040878467,-0.006902024,-0.20200874,0.06830178,-0.31364906,0.26682824,-0.04525938
-0.015985414,-0.034751415,0.33026993,0.15460497,0.020817127,-0.26814482,-0.001831904,-0.042680442,0.02709815,-0.3115291,-0.010448515,-0.1801993,-0.06946675,0.13627464,0.12575373,-0.24445832,-0.28321382,-0.22045082,-0.000974718,0.117564455,0.10871733,-0.06632853,-0.24127585,-0.06776148,0.0777806,-0.1652667,0.23467487,-0.12084612,0.012199612,-0.08645247,0.279626,0.031960264
0.30102813,0.100590676,0.1315698,0.03844793,-0.08423887,-0.50014424,-0.3952965,-0.26114288,0.105677456,-0.32539725,-0.12952808,-0.17010407,0.1731679,-0.12960355,-0.00029238686,-0.22924732,-0.3224181,-0.20973858,-0.07039,0.06970149,-0.16115549,0.09733121,0.18540704,0.012008578,0.22500068,0.026278995,0.29899296,-0.1972769,0.057910368,0.16643302,0.28744116,-0.19419438
-0.08489616,-0.16937193,0.049609978,-0.12401639,-0.035959758,-0.20993252,-0.067903884,0.17575759,0.13054714,-0.34170073,-0.1694541,-0.040724132,-0.04775115,-0.2214061,0.20418996,-0.14777517,-0.13743602,-0.111482464,0.17814378,-0.0075373724,0.113504864,0.026089288,-0.15316495,-0.06986964,-0.13123986,0.29283446,0.2645085,-0.19918898,0.14996433,0.1125589,0.109788716,-0.20060761
-0.010096539,-0.33088627,0.40399957,0.11145734,0.031490337,-0.3405767,0.25654483,-0.090472996,-0.035182424,-0.14051464,0.015681826,-0.073206484,0.08349215,-0.06842325,0.04725185,-0.020924687,-0.26124808,-0.29269153,-0.20092173,-0.027100496,-0.048748806,0.14748925,-0.10149753,-0.22606073,0.03590592,-0.23808587,-0.016928606,-0.2160445,-0.10554992,-0.019717196,0.276264,0.04441065
0.014528681,-0.11329478,0.037476268,-0.05120484,0.04600334,-0.16904944,0.034224153,0.06703393,0.06216702,-0.22034498,-0.036935747,-0.080918595,0.09646004,-0.02335095,0.031324334,-0.18840143,-0.16043203,-0.046897374,-0.10367958,0.04367105,0.017970558,0.061658464,0.027580502,-0.04471718,0.020935927,0.05321174,0.13068694,-0.12134422,0.018637028,-0.026881369,0.23152721,-0.12011715
0.007532716,-0.009244576,0.0498449,-0.06875474,0.07758697,-0.31643468,0.041620597,0.065157995,0.036670398,-0.23210981,-0.04158727,-0.2783142,0.1288616,0.035168856,0.045362428,-0.116402276,-0.20127088,-0.16617368,-0.07256509,0.0641958,0.10041548,0.039929327,0.1125172,-0.08679335,-0.113347076,0.10090877,0.09805158,-0.18912593,0.049060833,-0.14953256,0.25843832,-0.06540044
0.3290694,0.07230426,0.195512,-0.1508672,-0.09871181,-0.63810265,-0.1142036,-0.05933623,0.09016769,-0.3891399,-0.328027,-0.29760793,0.20374879,0.012963191,-0.043661833,-0.18214221,-0.3863011,-0.42420372,-0.012232803,0.24409646,0.1757364,0.14478564,-0.08114977,-0.15114996,0.18873829,0.15699354,0.2887144,-0.23749977,-0.00059133023,0.29351622,0.08521208,-0.13781291
-0.01155103,0.009511007,0.09259704,-0.00627386,0.10645665,-0.3853028,0.040061675,0.065416075,0.003132173,-0.16572356,-0.16177735,0.030736662,-0.071805686,0.01741743,0.17251238,-0.15846987,-0.17700873,-0.00421381,0.13271478,0.029311202,0.07981687,0.21751714,-0.10213267,-0.17450175,-0.041356914,-0.08475782,0.040074438,-0.17446876,0.09249896,-0.035045795,0.06620276,-0.07727967
0.41603848,0.09275065,-0.21117976,0.24275027,0.07459299,-0.43577534,0.10533045,0.22399488,0.047812063,-0.19400012,0.0072848946,-0.40048563,0.05874451,-0.1688911,0.10241543,-0.14164282,-0.16885042,-0.25939983,-0.27565864,0.07202959,0.12605914,-0.09525233,-0.1375206,-0.24097823,0.25460654,0.09083673,0.3103089,-0.3238352,-0.26934463,-0.015633762,-0.07296233,0.04494433
