,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
11,0.07458417,-0.1586315,0.14432523,0.07748546,-0.17410693,0.18395537,-0.18195805,0.13885784,-0.26425585,0.17363471,0.105367616,-0.18590069,-0.16173369,0.037108615,0.13958052,-0.13304688,0.06523351,-0.16991314,0.25056466,-0.41114977,0.4386274,-0.10821978,-0.2506473,0.42609233,0.0038369223,0.28210264,0.20472494,0.08185353,-0.44311416,0.34714586,-0.4697622,-0.12603882
12,0.028062545,0.031968787,0.05305732,0.046564665,0.06333937,-0.14197642,-0.026995972,0.17810714,-0.12906206,0.3162317,-0.14881827,-0.28854817,0.26185268,-0.08866185,-0.09179519,0.09305168,-0.18326497,-0.0022822423,-0.09920881,0.059302166,0.06584464,-0.14529014,-0.052939188,-0.109370686,0.018929385,0.2665019,-0.07796417,-0.15625668,-0.16776113,0.25233084,0.30246687,-0.018183019
13,-0.010810971,-0.116210274,-0.12468995,-0.20925324,0.1491513,0.06937075,0.041631848,-0.093395464,-0.30817252,0.13824084,-0.33349776,-0.22323923,0.06574623,-0.070671625,-0.12473775,0.022713348,0.39423937,0.20845143,0.12940204,-0.30070466,-0.14055336,-0.010429572,-0.11019273,0.25986546,0.12562352,-0.13468197,0.060241014,0.13108957,-0.24717045,-0.23492655,-0.05752921,-0.25032267
14,-0.1902786,0.083436936,0.22384286,0.0068122447,0.031168073,0.002747126,-0.18641602,0.60064125,-0.10994634,-0.11586207,0.28157678,0.17966025,-0.48402375,0.050143838,-0.22555542,-0.14776868,0.28131434,-0.13082738,0.22373478,0.11226822,0.24306029,-0.25953522,-0.022660822,0.36371616,0.09105205,0.17118755,-0.3233085,0.10416987,-0.5759027,0.17155746,-0.33386973,0.057547644
15,-0.24204004,-0.36375046,-0.11870775,0.009483045,0.2124705,-0.13274263,0.11619273,-0.20429964,-0.2959451,0.28166106,-0.19317675,-0.52335787,-0.07350835,-0.02499087,0.16540639,-0.057776373,-0.056241207,-0.054889977,-0.03228329,-0.055968598,0.15343173,0.010800645,0.11942237,-0.07055539,0.010349736,-0.17053245,-0.060633317,0.15611114,-0.3758672,0.03745012,0.3328477,0.12373687
16,0.14947766,-0.20364396,0.09193848,-0.16021115,0.2354512,-0.04669614,-0.51957506,0.6447661,-0.24753305,0.5168813,0.39750677,-0.113154545,-0.5709623,0.38538715,-0.26415512,0.027358785,0.07294322,0.1552394,0.2676132,0.36739144,-0.10356748,-0.14702046,-0.21452643,-0.13784821,-0.15071893,-0.15855524,-0.01119807,0.45542032,-0.71180916,-0.12276666,-0.10759026,-0.18707854
17,-0.17754112,-0.18999022,-0.12314724,-0.54173553,0.27679193,-0.14205359,-0.12779263,-0.026730087,-0.36782086,-0.059330933,0.34488684,-0.45233738,0.014387876,-0.02897545,-0.13665487,0.06015356,-0.2217181,0.1835365,0.16303924,-0.22276984,0.34384722,-0.29289776,-0.18645628,0.04836607,0.27967,0.5911007,0.22670189,0.1099401,-0.05379595,0.08052464,-0.42665508,0.22932668
18,0.19964314,-0.14635509,-0.035806313,0.09862668,0.074189,-0.068768956,-0.23276609,0.48980832,-0.019674867,0.2647698,-0.1819754,-0.054261528,-0.312613,0.21928623,-0.15721402,-0.18377495,0.0074408576,-0.009392999,0.3954803,0.16728067,-0.08559376,-0.2954312,-0.042483952,-0.06977093,-0.20411825,0.3120141,-3.6083162e-05,0.0006361818,-0.039984092,-0.0625265,0.27302355,-0.069983974
19,0.25835657,-0.13933128,0.14883992,0.34535706,0.35061014,0.11889333,-0.05306524,0.35192138,-0.30063596,0.24733488,-0.23024549,-0.23072293,0.17630342,-0.16639385,-0.25507864,0.30854264,-0.016981155,-0.16368121,-0.09560004,0.009609267,-0.020822376,-0.086558595,-0.220694,0.08582196,-0.077347636,0.12734267,-0.25779065,-0.1558638,-0.047351897,0.18637799,0.4720255,-0.36645168
20,0.043267347,-0.18984732,0.06296091,0.13929984,0.0049487166,-0.029623866,0.17188527,0.042218514,-0.15700589,0.3150779,-0.013646748,-0.25534466,-0.22257422,0.14105758,0.14675924,-0.13158499,-0.08344321,-0.12944964,-0.008944288,-0.01193051,0.17284626,-0.040035352,0.026489265,-0.022638397,-0.1047792,-0.15000033,0.008798849,0.15674752,-0.41599464,0.10868928,0.19457184,-0.072711095
21,0.37033606,0.00064118207,0.14283475,-0.16346481,0.13931985,-0.26301053,-0.4469209,0.46948445,-0.33754545,0.3719203,0.055018052,-0.111843,-0.37643707,0.0647591,-0.061898872,0.03115984,-0.028740019,0.09476952,0.09702477,0.14038748,-0.016752452,-0.11404724,-0.3332706,-0.16001192,-0.19864786,0.14384702,-0.035376504,0.17617308,-0.47986954,0.02228073,0.011366427,-0.1349275
22,0.079477504,-0.10846661,0.22344707,0.039074037,0.12514752,-0.050605193,0.4957252,0.14342804,0.26575035,0.26270032,0.008692309,-0.124538176,-0.31023878,0.32069567,0.078386374,0.035403986,0.19127318,-0.25925207,0.12062177,-0.13037896,-0.11791875,-0.24211042,0.13016108,0.18394239,-0.2254159,0.37497786,0.13328786,0.0625809,-0.34824806,-0.035202555,-0.1546392,0.0726211
23,0.19028072,-0.3580778,0.1833661,0.090945445,-0.09472529,-0.20223154,0.114300594,0.18335277,-0.144221,0.30568418,-0.1613945,-0.2945907,-0.272232,0.1415244,-0.015416227,-0.16483876,-0.059467807,-0.043299995,-0.13907763,-0.01787582,0.4228121,-0.11250904,0.26063117,0.19759876,-0.22060755,-0.2279734,-0.018509563,0.2291677,-0.4213363,0.039283887,0.15988262,-0.019617813
24,-0.33729485,-0.21788438,-0.022662677,0.07026668,0.21975903,-0.062026903,-0.10801646,0.26572222,-0.06075652,0.09342134,0.15135115,0.20269686,0.38233942,0.04011695,0.099211864,-0.29761863,0.17992035,-0.0154752135,0.3559096,-0.43447027,0.107183844,-0.10587488,-0.043607607,0.09749072,-0.07609612,0.12473193,-0.042337157,0.21778513,0.19851252,0.017352127,-0.057626314,-0.21385592
25,-0.123535335,-0.3660763,-0.28249758,-0.122750595,0.107876696,-0.35648704,-0.32018763,0.44145587,-0.012404032,-0.071358174,0.47327408,0.010303613,-0.042017147,0.19938852,-0.14155355,0.088244125,-0.20902747,-0.038680963,0.22540425,0.06443958,-0.29215518,-0.2017093,-0.28238696,-0.18862425,-0.27057928,0.19477162,0.12182319,0.36897826,-0.2095215,-0.12413431,-0.28461075,-0.5307301
26,-0.23860075,0.069385804,0.15126875,-0.37314993,0.14819513,0.01591266,-0.08448109,0.18018118,-0.09693681,0.10336952,0.29944122,-0.2368828,-0.17717955,0.1401865,-0.012554437,-0.13069457,-0.078754306,0.06315673,0.028694883,-0.028629262,0.010421302,-0.19099428,-0.1448375,-0.06780876,0.047706008,0.3143773,0.2255005,0.16689764,-0.2609747,0.16650406,-0.2388413,0.17110509
27,0.1264844,-0.14515625,-0.13060747,-0.15481901,-0.016128473,0.24549173,-0.028443359,0.10399237,-0.15193945,-0.07981633,0.15112582,0.0032942966,0.12587588,0.21340269,0.26884276,0.1366058,-0.09215384,-0.013502553,-0.023702487,-0.25927866,0.30941173,-0.21394067,-0.24299866,0.18442361,-0.17825408,0.009845778,0.100109115,0.40503082,-0.019833893,0.07442154,0.28100413,0.37327248
28,-0.10236148,-0.02254377,-0.10965068,-0.47000897,0.21092723,-0.2156102,-0.114694506,-0.08933687,-0.27443826,-0.15736996,0.19576734,-0.44981343,-0.11013073,-0.04099217,-0.07458334,-0.010816857,-0.24524155,0.12619938,0.18260309,-0.096401595,0.2791233,-0.33359137,-0.057501294,-0.091994114,0.20566797,0.49174178,0.12827262,0.17332616,-0.0095604155,0.11991412,-0.2779684,0.21026158
29,-0.31155765,-0.510076,-0.101132005,-0.45715576,0.21962386,-0.08307474,-0.18280803,0.14680268,0.32087386,-0.30536413,-0.38967007,-0.13339335,0.104559705,0.13100483,-0.1479482,-0.6087482,0.07027805,-0.15391135,0.5320138,0.3144845,-0.30037475,-0.4303114,-0.2785571,-0.47219047,-0.47841513,0.5752814,0.11549577,0.25373662,0.05132009,-0.39283532,0.48244876,0.04074829
30,0.016274936,-0.3735649,0.15338464,-0.38321763,-0.052616186,-0.0066834986,-0.09596284,0.22593659,-0.06634864,-0.2438876,0.17664269,0.13427846,-0.09770101,0.07694346,-0.096711665,-0.28197327,-0.0609405,0.14210746,0.31153363,0.30635163,0.04677558,-0.4004554,-0.10068306,-0.06917217,-0.039956182,0.0676281,-0.0016561747,0.27591032,-0.38220024,-0.08079055,0.23233733,0.08880907
31,-0.16332309,0.09407614,0.027551003,0.037436724,0.128778,0.23307769,-0.0040763468,0.13666978,-0.17877798,0.10594648,0.043775424,0.16377056,0.20647,0.21053857,0.33886963,0.037506506,0.18057142,0.0053441003,0.22133766,-0.3116505,0.11603612,-0.31158143,-0.13234219,0.067996785,0.1013185,-0.15340139,-0.11554679,0.55457014,-0.27989748,0.043964386,-0.031988736,0.014727306
32,-0.43388164,-0.45587042,0.32703555,0.07480784,0.18980402,-0.25595292,-0.6119736,0.42733365,0.42697334,0.044363648,-0.39547813,-0.30877903,-0.17798407,0.1488776,-0.3948325,-0.57005775,0.2326824,-0.36618996,0.22413778,-0.054509312,-0.07899183,-0.41435537,-0.36867982,0.011718366,-0.7306471,0.49984324,0.022733882,0.12483391,0.061053403,-0.53969944,0.040026814,-0.19885013
33,-0.11100406,-0.19349894,0.035499647,0.18261427,0.16516139,0.06597253,0.0062907785,-0.013937492,-0.1387732,0.13012262,-0.17376113,-0.13196908,-0.0006311983,-0.17120194,0.15725297,-0.09542802,0.062266357,-0.06216456,0.2876197,-0.05205206,0.024213836,-0.05510972,-0.07796373,0.07330582,0.14890747,0.07455784,0.078420274,0.29890645,-0.36205006,0.10830426,0.0739297,0.01298067
34,-0.034596507,-0.20100385,-0.2521279,-0.47713432,0.2440427,0.18245274,-0.08671063,-0.08956778,-0.42599118,0.1344805,-0.34798512,-0.1305225,0.07543061,-0.11408608,0.00091154873,-0.07635978,0.41677752,0.23010369,0.24062884,-0.21704373,-0.040891156,-0.05243058,-0.35651672,0.23288175,-0.09708999,0.111093655,0.124129355,0.0778525,-0.07351444,-0.23956488,0.01533325,-0.2654856
35,0.021489464,-0.13907096,-0.32787,-0.28071925,0.15886196,-0.25194156,-0.18603235,0.16909374,0.08982079,-0.14804666,0.51354,-0.15317596,-0.012615547,-0.012567261,-0.099410154,-0.26269647,-0.038376607,0.05445735,0.18123291,-0.15006796,0.15344217,-0.3339821,-0.11766535,-0.019120693,0.07301535,0.30862606,0.04204367,0.16380298,-0.13354947,0.0082432125,-0.14916639,0.19644102
36,-0.01979179,-0.010035649,0.28502262,-0.19964801,0.2519832,-0.12927055,0.11666213,0.59680104,-0.31911397,0.04604113,0.44748724,0.20022069,-0.12124649,0.3316257,-0.11543638,-0.07251802,0.28295156,0.15197003,0.21484582,-0.0042458996,-0.1183501,-0.2422342,0.0013130382,0.30245137,-0.041326422,0.39017037,0.018214472,0.21721669,-0.01526002,-0.31578875,-0.43933335,-0.24179682
37,-0.1810194,-0.36089486,0.11531991,0.054150905,0.36417103,0.19551623,0.04742022,0.3390152,-0.093591005,-0.04394193,-0.09962024,-0.053672265,0.08080081,-0.29731062,0.012500778,-0.17212608,0.25306764,-0.14840156,0.34982768,0.020959333,0.11784424,-0.15627462,-0.19302584,0.058114752,0.15899304,0.05215329,-0.09490177,0.5030476,-0.40049118,0.03909739,0.0028816834,0.070696935
38,0.13762864,-0.19318353,-0.16319561,-0.12169311,-0.10023091,0.24835727,0.07902945,-0.22221635,-0.1851414,0.15547043,-0.13942593,-0.045454584,0.00072013587,-0.015653502,0.1492627,0.040438224,0.1407178,0.04276871,-0.055795282,-0.31172156,0.1353667,-0.080871955,-0.27014872,0.14405215,-0.023379805,0.024398431,0.18911603,0.11837972,-0.18143941,0.098748125,0.09923909,-0.019903935
39,0.42092258,0.2366153,-0.08536525,-0.10743277,-0.023690306,0.14797002,-0.037097543,0.09518044,-0.24082911,-0.14854051,-0.09547979,-0.30352974,0.18571274,0.17159507,0.14023657,0.41726,-0.3021912,-0.13935003,-0.013273284,-0.44550484,0.26176697,-0.30649322,-0.3938985,0.14216858,-0.24534172,0.24758276,-0.056835078,0.43179446,-0.06003512,0.27579066,0.22750233,0.06386061
40,-0.03735362,-0.07765296,0.14335702,-0.23216672,0.037880193,-0.12903106,-0.09064111,0.061433915,-0.23288387,-0.12303136,0.072210155,-0.074631386,-0.08836974,0.092411555,0.09828059,-0.09162977,0.09003031,0.057405517,0.16675311,0.07949812,0.06295073,-0.14395303,-0.04696547,0.078890994,0.06923173,0.11548212,-0.054768167,0.18810217,0.032310523,-0.030748613,-0.17336638,0.021073531
41,-0.28969127,0.016973153,0.25593048,-0.43108186,0.122694895,-0.09414632,-0.2688076,0.11328648,-0.05544705,-0.030483246,0.3118571,-0.36640906,-0.28289205,0.16354232,-0.0138421655,-0.20591754,0.0053040385,0.109615035,-0.06825255,0.11523846,0.026141055,-0.28934023,-0.12640116,-0.09130108,0.13586354,0.42456576,0.31934962,0.100363255,-0.3323029,0.21148972,-0.21862072,0.20993622
42,0.018744476,-0.13933909,0.249416,0.090767846,-0.042267278,-0.16913262,-0.16927944,0.15086107,-0.2866258,0.16558814,0.28687048,-0.009358086,-0.087735906,0.26405615,0.011204258,0.045523398,0.009177633,0.11752854,-0.032476023,0.22619198,-0.36801076,-0.066472225,-0.019963298,0.11643647,0.022178203,-0.06451444,-0.04667174,0.41508412,-0.34173495,-0.06946066,0.23682567,-0.08948188
43,-0.5050452,-0.20519151,0.012502894,-0.17649391,0.30422255,0.01451759,-0.17412049,0.1666537,-0.09278686,-0.016906202,0.18838549,-0.36982143,-0.21222281,-0.074826434,-0.061140947,-0.22858799,-0.13636547,0.08100235,0.2135497,-0.018702887,0.09764425,-0.33698058,-0.14132386,0.11007058,0.342445,0.48524052,-0.08105731,0.07251653,-0.34389,0.10547292,-0.17570381,0.40042466
44,-0.39059067,-0.050969824,-0.473455,0.075026855,0.2971019,0.16996053,0.13633236,0.08830792,-0.1786832,0.5203697,-0.17183846,-0.5398241,-0.11204618,0.18851113,0.012641311,-0.26566836,0.19833302,-0.18619362,-0.2055695,-0.07730061,0.19858408,-0.0279385,0.35045275,-0.261021,-0.25069848,-0.22094731,-0.004284799,0.6424845,-0.102258116,0.2682866,0.7116498,-0.15347204
45,0.30471903,0.26679027,-0.041896112,-0.10839623,-0.046547595,-0.23390332,0.044057265,0.41466388,-0.039604444,-0.07268411,0.15912741,-0.022678547,-0.36561957,0.2639402,-0.18021165,0.06497948,-0.032722607,0.11553515,0.034361437,0.0033671483,-0.04897093,-0.2509972,-0.17355403,0.09616929,-0.14621328,0.42592135,0.09748837,0.1868493,-0.22715172,0.13632971,0.030962959,-0.23930845
46,0.031418875,-0.18716429,-0.14901264,-0.041354887,0.0063570812,0.030317418,0.067098685,0.049332373,-0.15374513,0.06115371,0.36554563,-0.18958116,0.1313474,0.1156732,-0.028596342,-0.09105335,-0.09717386,0.004102394,0.22075969,-0.14594461,0.23028418,-0.19510902,-0.18666308,0.14483674,-0.033933446,0.26167417,0.15779547,0.18883985,-0.01566881,0.22282329,-0.12510824,0.11144962
47,0.08057628,-0.39279568,0.3878206,-0.07444897,0.37211204,-0.040006343,-0.028326184,0.5623571,0.056770723,0.058288544,0.14898446,-0.14169702,-0.54244053,0.51763123,-0.23394373,0.09141255,0.26358098,-0.20434569,0.1990305,0.1843792,-0.5465423,-0.3890583,0.09021545,-0.06867632,-0.6397453,0.5663153,0.14855793,0.17889576,-0.2701073,-0.4069839,-0.08190116,-0.20531514
48,-0.009133525,-0.30351478,-0.098147936,-0.1351419,0.15192953,0.25326023,0.04993323,-0.037442487,-0.37723875,-0.09161237,-0.2562207,-0.40970668,0.1899696,-0.23445283,-0.009219101,0.17532113,0.4276495,0.2677374,0.28465152,-0.30406576,-0.33129933,-0.115499035,-0.15722091,0.25045645,0.22749735,-0.16272919,0.07307784,0.28285238,-0.26202166,-0.013722584,-0.12109674,-0.04339105
49,0.2403323,-0.24749409,-0.4134724,-0.23037049,0.009634738,-0.08378245,-0.049952008,0.06738196,0.11189937,-0.17035483,0.36629543,-0.24308324,-0.061290197,0.12954618,0.030705072,-0.3614536,-0.20925915,-0.21992056,0.19393839,-0.20719811,0.06786047,-0.23575749,-0.12667051,-0.07610581,-0.021760896,0.3225782,-0.08404845,0.03688213,-0.17472665,0.20969297,0.093426205,0.092624664
50,0.17419292,-0.3665796,0.5094257,-0.061509088,0.41256535,0.15162504,-0.5261776,0.5203413,-0.107718,0.47325173,0.037628528,-0.118017815,-0.5385748,0.39183992,-0.1385887,-0.11053978,0.25106502,-0.10098965,0.4774925,0.21017367,-0.02639258,-0.60833174,-0.3061434,-0.05249381,-0.63999426,0.48537356,0.23372537,0.11065401,-0.4394309,-0.3621349,-0.039257184,-0.047293827
52,-0.023787372,0.07420796,-0.19201818,-0.13496682,0.119070396,0.08266474,-0.10663513,0.5252669,-0.081573665,0.034267426,0.23221269,-0.08057426,0.010203809,0.06747104,-0.10108955,-0.1756633,-0.07850502,0.048039086,0.17399132,0.39564082,0.14364396,-0.33863902,-0.49511567,-0.05732303,-0.15933664,0.2546942,0.17171262,-0.0180615,-0.2456236,-0.09410318,-0.07342677,-0.20510583
53,-0.005956389,-0.07725495,0.14476967,-0.1401065,0.020792685,-0.09561319,-0.13881227,0.11174951,-0.004403338,-0.16732939,0.029538982,0.026492767,-0.072714366,-0.062480047,0.0013175234,-0.1836671,-0.14079106,0.014358439,0.10358141,0.09014949,-0.036329508,-0.24607366,0.05520153,0.077689245,0.079062775,-0.027917169,0.10997169,0.09389353,-0.1227317,-0.09481612,0.022339657,-0.1551555
54,-0.038830496,0.013273582,-0.078154705,0.068356365,0.018200299,0.44109857,-0.11927639,-0.24032809,-0.2957337,0.18986587,-0.11526172,0.1398828,-0.085189044,0.046319935,0.023878142,0.09738406,0.20522234,0.16457509,0.18600202,-0.22558177,0.045923986,-0.034110878,0.017284863,0.00271881,0.0073651485,-0.09377952,0.18156382,0.17909773,-0.29685992,0.10725176,0.084733784,-0.11582895
55,0.060033932,-0.078148544,-0.23754218,-0.020129934,0.056409985,0.0076208413,-0.0405697,0.45049173,0.012593865,-0.10531342,0.30754334,0.1090632,-0.2291235,-0.02539447,0.03718601,0.14344294,-0.0063999817,-0.00026937574,0.086075805,0.19853891,-0.034915693,-0.4199217,-0.00038014352,-0.097764894,0.034562197,-0.027846273,0.07182582,0.37232816,-0.13186017,0.17717321,-0.17245159,-0.15713772
56,-0.011189749,-0.12253739,-0.10752043,0.02841729,0.038301762,0.08839279,0.082393415,-0.14224006,-0.0960311,0.23228046,-0.09635833,-0.0949096,-0.025913833,-0.13591394,0.048048206,0.019759715,0.24337637,0.15882386,0.025744021,-0.16510804,-0.076315805,0.021925852,-0.08903703,-0.00566718,-0.10788197,0.080270454,0.042632934,0.2551967,-0.23139745,0.05535898,0.31713724,-0.08310869
57,0.10131842,-0.04230377,-0.32722053,-0.04129666,0.049194004,-0.08678423,-0.08729605,0.11050904,-0.15087855,0.03409104,0.1178833,0.09146741,-0.21240264,0.039288107,0.10951948,-0.10646097,-0.058616385,0.077461734,-0.011407971,0.23326518,0.1392129,-0.23879722,-0.04703857,0.08970803,-0.15242678,0.2828756,0.13693617,0.14041151,0.033050217,0.1459415,-0.04589183,-0.16134268
58,-0.116950825,-0.36723146,-0.1663144,-0.41423228,0.030971035,-0.018440053,-0.3412323,0.24895626,-0.17215563,-0.22430027,0.3140242,0.0012493944,0.3121624,0.078709304,0.011093676,-0.32459897,-0.12655702,-0.10156487,0.63073575,-0.11179319,0.34963575,-0.3160236,-0.07532252,-0.050661035,-0.057471924,0.29325092,0.06736169,0.116980046,-0.11524755,-0.0002329573,-0.1284759,0.09049909
59,0.05157459,-0.16460152,0.0068890005,-0.29974246,0.024169227,-0.08760073,-0.1797324,0.20206533,0.079725884,-0.09196147,0.120510966,0.16842237,-0.1512318,0.057754498,0.07350601,-0.31205398,-0.040160812,0.0036825836,0.2201061,0.26283017,-0.027175099,-0.38207063,0.046414636,-0.10272759,-0.08048348,0.27327132,0.07076174,0.12814279,-0.061890334,-0.08845171,0.1616432,-0.026747406
60,-0.09942248,-0.10051333,-0.06812522,-0.3291374,0.14742641,0.12975079,0.022050507,-0.1888974,-0.23035568,0.12295392,-0.079958096,-0.12009202,0.056030583,-0.18744704,0.16977791,0.068301536,0.22365388,0.2741963,0.13251868,-0.065449774,0.009311512,-0.077013254,-0.20457025,-0.09122604,-0.1023895,0.16472211,-0.24284247,0.31791604,-0.01983556,-0.1855387,0.1226988,0.18915313
61,0.116408765,-0.119269796,0.13338903,0.19743532,0.011930868,0.021169389,0.5077058,0.23338738,-0.11769623,-0.0067067593,0.10619379,-0.13889569,-0.15131265,0.28316736,-0.017896738,0.061897747,0.07509838,0.051532432,0.0033999681,-0.20067832,-0.0493114,-0.12804048,0.20966312,0.14209467,-0.0914677,0.09951256,0.25021508,0.13315114,-0.106044054,-0.14658369,-0.02767323,-0.10463373
62,-0.09625262,-0.22057128,-0.013417318,0.059820637,0.35507268,0.4574438,0.0029397607,0.5091598,-0.0983661,0.03447178,0.0423564,0.18993643,0.39391083,0.061427422,0.3709071,0.2494216,0.10847175,-0.08138432,0.4397483,-0.24922416,0.27287197,-0.5214839,-0.030132726,0.0001409147,0.13624191,0.004015669,0.09355597,0.44285855,-0.15471838,0.10718031,-0.307541,0.043906346
63,0.31445655,0.019867733,0.0034549832,0.22946477,0.118025556,0.009879954,-0.17595343,0.34113294,-0.27186832,0.23776561,-0.19008088,-0.1523249,0.24650325,-0.08646317,-0.0032022446,0.13086106,-0.10832249,-0.19767061,-0.006557107,0.11482034,-0.0020376071,-0.17737533,-0.031410415,0.08165228,0.062120676,0.26183864,-0.25957537,-0.12089901,-0.114897735,0.14826795,0.34780985,-0.18621832
64,0.10780826,-0.100540966,-0.1036586,0.12860891,0.004515803,-0.07045342,0.035880417,0.08028822,-0.14205475,0.2594842,-0.03225065,-0.21320005,0.043484792,-0.004737582,0.056776445,-0.024372835,-0.030531943,-0.10959951,0.19250345,-0.07449867,0.025252633,-0.10493273,-0.14420915,-0.03679433,-0.08325335,0.09751659,0.09625489,0.07343019,-0.16598845,0.11242662,0.111053325,-0.084887475
65,0.18374987,-0.023418322,-0.016361019,0.39350897,0.16564944,0.076958455,0.015268594,0.2587037,-0.11370595,0.35704017,-0.1984397,-0.16697839,0.22197506,-0.01244618,-0.020584635,0.21007043,0.06931394,-0.13303834,0.11404346,-0.07207742,0.09090457,-0.14185792,-0.08977056,0.05222555,0.0030155256,0.13705502,-0.24989645,-0.035264675,-0.0615507,0.27732012,0.42669985,-0.21450016
